clip,gloss,signer,split,source
ml/data/clips/arpit/FATHER/arpit_FATHER_007.webm,FATHER,arpit,train,self
ml/data/clips/arpit/FATHER/arpit_FATHER_008.webm,FATHER,arpit,train,self
ml/data/clips/arpit/FATHER/arpit_FATHER_009.webm,FATHER,arpit,train,self
ml/data/clips/arpit/FATHER/arpit_FATHER_010.webm,FATHER,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_000.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_001.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_002.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_003.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_004.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_005.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_006.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_007.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_008.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_009.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_010.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/FRIEND/arpit_FRIEND_011.webm,FRIEND,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_001.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_002.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_003.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_004.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_005.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_006.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_007.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_008.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_009.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_010.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/GOOD-MORNING/arpit_GOOD-MORNING_011.webm,GOOD-MORNING,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_000.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_001.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_002.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_003.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_004.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_005.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_006.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_007.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_008.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_009.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HAPPY/arpit_HAPPY_010.webm,HAPPY,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_000.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_001.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_002.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_003.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_004.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_005.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_006.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_007.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_008.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_009.webm,HE,arpit,train,self
ml/data/clips/arpit/HE/arpit_HE_010.webm,HE,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_000.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_001.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_002.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_003.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_004.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_005.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_006.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_007.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_008.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_009.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HEALTHY/arpit_HEALTHY_010.webm,HEALTHY,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_000.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_001.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_002.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_003.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_004.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_005.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_006.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_007.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_008.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_009.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HELLO/arpit_HELLO_010.webm,HELLO,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_000.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_001.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_002.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_003.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_004.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_005.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_006.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_007.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_008.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_009.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOUSE/arpit_HOUSE_010.webm,HOUSE,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_001.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_003.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_004.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_005.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_006.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_007.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_008.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_009.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_010.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_011.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/HOW-ARE-YOU/arpit_HOW-ARE-YOU_012.webm,HOW-ARE-YOU,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_000.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_001.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_002.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_003.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_004.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_005.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_006.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_007.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_008.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_009.webm,MAN,arpit,train,self
ml/data/clips/arpit/MAN/arpit_MAN_010.webm,MAN,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_000.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_001.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_002.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_003.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_004.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_005.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_006.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_007.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_008.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_009.webm,ME,arpit,train,self
ml/data/clips/arpit/ME/arpit_ME_010.webm,ME,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_000.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_001.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_002.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_003.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_004.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_005.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_006.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_007.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_008.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_009.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/MOTHER/arpit_MOTHER_010.webm,MOTHER,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_000.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_001.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_002.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_003.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_004.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_005.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_006.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_007.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_008.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_009.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/PLEASED/arpit_PLEASED_010.webm,PLEASED,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_000.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_001.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_002.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_003.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_004.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_005.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_006.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_007.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_008.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_009.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SCHOOL/arpit_SCHOOL_010.webm,SCHOOL,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_000.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_001.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_002.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_003.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_004.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_005.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_006.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_007.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_008.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_009.webm,SHE,arpit,train,self
ml/data/clips/arpit/SHE/arpit_SHE_010.webm,SHE,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_000.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_001.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_002.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_003.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_004.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_005.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_006.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_007.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_008.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_009.webm,SICK,arpit,train,self
ml/data/clips/arpit/SICK/arpit_SICK_010.webm,SICK,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_000.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_001.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_002.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_003.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_004.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_005.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_006.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_007.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_008.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_009.webm,SMALL,arpit,train,self
ml/data/clips/arpit/SMALL/arpit_SMALL_010.webm,SMALL,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_000.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_001.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_002.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_003.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_004.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_005.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_006.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_007.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_008.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_009.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/THANK-YOU/arpit_THANK-YOU_010.webm,THANK-YOU,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_000.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_001.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_002.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_003.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_004.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_005.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_006.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_007.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_008.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_009.webm,WE,arpit,train,self
ml/data/clips/arpit/WE/arpit_WE_010.webm,WE,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_000.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_001.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_002.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_003.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_004.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_005.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_006.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_007.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_008.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_009.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/WOMAN/arpit_WOMAN_010.webm,WOMAN,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_000.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_001.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_002.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_003.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_004.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_005.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_006.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_007.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_008.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_009.webm,YOU,arpit,train,self
ml/data/clips/arpit/YOU/arpit_YOU_010.webm,YOU,arpit,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_000.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_001.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_002.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_003.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_004.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_005.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_006.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_007.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_008.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/ALRIGHT/krish_ALRIGHT_009.webm,ALRIGHT,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_000.webm,BIG,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_001.webm,BIG,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_002.webm,BIG,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_003.webm,BIG,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_004.webm,BIG,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_005.webm,BIG,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_006.webm,BIG,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_007.webm,BIG,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_008.webm,BIG,krish,train,self
ml/data/clips/krish/BIG/krish_BIG_009.webm,BIG,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_000.webm,COLD,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_001.webm,COLD,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_002.webm,COLD,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_003.webm,COLD,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_004.webm,COLD,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_005.webm,COLD,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_006.webm,COLD,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_007.webm,COLD,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_008.webm,COLD,krish,train,self
ml/data/clips/krish/COLD/krish_COLD_009.webm,COLD,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_000.webm,FATHER,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_001.webm,FATHER,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_002.webm,FATHER,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_003.webm,FATHER,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_004.webm,FATHER,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_005.webm,FATHER,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_006.webm,FATHER,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_007.webm,FATHER,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_008.webm,FATHER,krish,train,self
ml/data/clips/krish/FATHER/krish_FATHER_009.webm,FATHER,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_000.webm,FRIEND,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_001.webm,FRIEND,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_002.webm,FRIEND,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_003.webm,FRIEND,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_004.webm,FRIEND,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_005.webm,FRIEND,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_006.webm,FRIEND,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_007.webm,FRIEND,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_008.webm,FRIEND,krish,train,self
ml/data/clips/krish/FRIEND/krish_FRIEND_009.webm,FRIEND,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_000.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_001.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_002.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_003.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_004.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_005.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_006.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_007.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_008.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/GOOD-MORNING/krish_GOOD-MORNING_009.webm,GOOD-MORNING,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_000.webm,HAPPY,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_001.webm,HAPPY,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_002.webm,HAPPY,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_003.webm,HAPPY,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_004.webm,HAPPY,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_005.webm,HAPPY,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_006.webm,HAPPY,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_007.webm,HAPPY,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_008.webm,HAPPY,krish,train,self
ml/data/clips/krish/HAPPY/krish_HAPPY_009.webm,HAPPY,krish,train,self
ml/data/clips/krish/HE/krish_HE_000.webm,HE,krish,train,self
ml/data/clips/krish/HE/krish_HE_001.webm,HE,krish,train,self
ml/data/clips/krish/HE/krish_HE_002.webm,HE,krish,train,self
ml/data/clips/krish/HE/krish_HE_003.webm,HE,krish,train,self
ml/data/clips/krish/HE/krish_HE_004.webm,HE,krish,train,self
ml/data/clips/krish/HE/krish_HE_005.webm,HE,krish,train,self
ml/data/clips/krish/HE/krish_HE_006.webm,HE,krish,train,self
ml/data/clips/krish/HE/krish_HE_007.webm,HE,krish,train,self
ml/data/clips/krish/HE/krish_HE_008.webm,HE,krish,train,self
ml/data/clips/krish/HE/krish_HE_009.webm,HE,krish,train,self
ml/data/clips/krish/HEALTHY/krish_HEALTHY_000.webm,HEALTHY,krish,train,self
ml/data/clips/krish/HEALTHY/krish_HEALTHY_001.webm,HEALTHY,krish,train,self
